code;name;status;quantity;price;location
1200000038;SIPKA SA NAVOJEM M-8,00 MM L=100 CM;NOVO AKT;49;2604.1;
1200000039;ŠIPKA SA NAVOJEM M-10,00 MM L=100 CM;NOVO AKT;57;4281.5;
1200000040;ŠIPKA SA NAVOJEM M-12,00 MM L=100 CM;NOVO AKT;25;2424.8;
1200000041;ŠIPKA SA NAVOJEM M-14.00 MM L=100 CM;NOVO AKT;11;1234.15;
1200000042;ŠIPKA SA NAVOJEM M-16,00 MM L=100 CM;NOVO AKT;18;3645.32;
1200000049;ČELIK OKRUGLI VALJANIČ.0300 V 28 MM;NOVO AKT;376;1355.48;
1200000051;ČELIK OKRUGLI VALJANIČ.0300 V 35 MM;NOVO AKT;51;72.42;
1200000059;ČELIK OKRUGLI VALJANIČ.0345 V 18 MM;NOVO AKT;213;3845.71;
1200000062;ČELIK OKRUGLI VALJANIČ.0345 V 32 MM;NOVO AKT;26.5;592.12;
1200000064;ČELIK OKRUGLI VALJANIČ.0345 V 45 MM;NOVO AKT;142;2391.28;
1200000065;ČELIK OKRUGLI VALJANIČ.0345 V 60 MM;NOVO AKT;133;5439.03;
1200000075;ČELIK OKRUGLI VALJ.Č.1220/1221 FI 30 MM;NOVO AKT;48.5;1460.09;
1200000081;ČELIK OKRUGLI VALJ.Č.1220/1221 FI 55 MM;NOVO AKT;335;10052.01;
1200000090;ČELIK VALJANI OKRUGLI Č.4732 20 MM;NOVO AKT;400;11124.4;
1200000091;ČELIK VALJANI OKRUGLI Č.4732 22 MM;NOVO AKT;143;2749.89;
1200000096;ČELIK VALJANI OKRUGLI Č.4732 80 MM;NOVO AKT;710;16670.8;
1200000116;ČELIK OKRUGLI Č.1731 FI 55 MM;NOVO AKT;335;7854.07;
1200000207;ČELIK UGAONI RAVNOK. Č.0345V 70X70X7 MM;NOVO AKT;118.5;4524.33;
1200000208;ČELIK UGAONI RAVN. Č.0345V 100X100X12 MM;NOVO NEAKT;300;30;
1200000251;LIM ČELIČNI CRNI Č.0146 2 MM;NOVO AKT;100;8676.47;
1200000252;LIM ČELIČNI CRNI Č.0146 3 MM;NOVO AKT;240;21696;
1200000256;LIM ČELIČNI CRNI Č.0345 3 MM;NOVO AKT;381;40611.43;
1200000330;ELEKTRODA PIVA 130 RR 3,25 MM;NOVO AKT;20;5850;
1200000354;ELEKTRODA C02 0,8MM;NOVO AKT;15;2221.44;
1200000355;ELEKTRODA CO2 1,2MM;NOVO AKT;14.64;2334.88;
1200000467;MUF POCINKOVAN 1/2 COLA;NOVO AKT;2;52.42;
1200000495;REDUKCIJA PRAVA-POCINKOVANA 1X3/4 COL;NOVO AKT;3;82.27;
1200000496;REDUKCIJA PRAVA-POCINKOVANA 5/4X1/2 COL;NOVO AKT;43;1200.56;
1200000525;RASCEPKA 3,0X40 MM;NOVO AKT;671;4468.86;
1200000534;RASCEPKA 4,0X40 MM;NOVO AKT;424;1470.2;
1200000543;RASCEPKA 5,0X40 MM;NOVO AKT;581.8;806;
1200000545;RASCEPKA 5,0X63 MM;NOVO AKT;63;279.75;
1200000546;RASCEPKA 5,0X50 MM;NOVO AKT;500;1907.92;
1200000547;RASCEPKA 5,0X80 MM;NOVO AKT;63;524.27;
1200000572;RASCEPKA 10X120 MM;NOVO AKT;150;5491.81;
1200000583;PODLOŠKA BOLCNA 43X25X4;NOVO AKT;40;9206.8;
1200000584;PODLOŠKA BOLCNA 20X9X2;NOVO AKT;37;8407.14;
1200000585;SVORNJAK-BOLCN 10X30;NOVO AKT;20;7055.3;
1200000588;SVORNJAK-BOLCN 29X105 MM;NOVO AKT;19;6273.61;
1200000589;SVORNJAK - BOLCN 35X115;NOVO AKT;18;5630.31;
1200000640;STEZALJKE ZA CREVA OD 90 MM;NOVO AKT;175;4075.4;
1200000641;STEZALJKE ZA CREVA OD 100 MM;NOVO AKT;196;6295.52;
1200000647;STEZALJKE ZA CREVO FI 8-12;NOVO AKT;273;3885.89;
1200000649;STEZALJKE ZA CREVA FI 12-20;NOVO AKT;330;4809.92;
1200000650;STEZALJKE ZA CREVA FI 16-27;NOVO AKT;322;6104.81;
1200000652;STEZALJKE ZA CREVA FI 18-32 MM-PUŽASTE;NOVO AKT;206;3881.47;
1200000653;STEZALJKE ZA CREVA FI 20-32;NOVO AKT;374;7257.46;
1200000654;STEZALJKE ZA CREVA FI 25-40;NOVO AKT;252;4937.44;
1200000655;STEZALJKE ZA CREVA FI 32-50;NOVO AKT;148;3263.4;
1200000657;STEZALJKE ZA CREVA FI 50-60;NOVO AKT;215;9529.87;
1200000658;STEZALJKE ZA CREVA 90-110;NOVO AKT;186;6897.66;
1200000659;STEZALJKE ZA CREVA 110-150;NOVO AKT;241;11135.65;
1200000662;ZAKIVCI SA POLUOKRUGLOM GLAVOM 16X60 MM;NOVO AKT;101;103.48;
1200000668;ZAKIVCI SA POLUOKRUGLOM GLAVOM 22X60 MM;NOVO AKT;58;3.19;
1200000683;ZAKIVCI ZA LIM-POP NITNE 4,8X25 MM;NOVO AKT;500;390;
1200000688;ZAKOVICA ZA BLOK 4,0X10 MM;NOVO AKT;1000;260;
1200000698;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 5X50 MM;NOVO AKT;86;222.91;
1200000701;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 5X25 MM;NOVO AKT;61;141.03;
1200000706;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 6X16 MM;NOVO AKT;480;483.84;
1200000708;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 6X20 MM;NOVO AKT;108;137.05;
1200000710;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 6X30 MM;NOVO AKT;98;215.21;
1200000712;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 6X35 MM;NOVO AKT;769;313.75;
1200000713;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 6X40 MM;NOVO AKT;82;188.93;
1200000716;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 6X60 MM;NOVO AKT;585;1948.05;
1200000717;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 6X70 MM;NOVO AKT;200;1155.6;
1200000726;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 8X50 MM;NOVO AKT;284;1452.72;
1200000727;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 8X60 MM;NOVO AKT;336;1412.2;
1200000733;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 8X10 MM;NOVO AKT;25;44.88;
1200000742;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 10X40MM;NOVO AKT;64;557.64;
1200000755;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 12X30MM;NOVO AKT;300;2855.99;
1200000757;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 12X40MM;NOVO AKT;4;48.36;
1200000761;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 12X60MM;NOVO AKT;132;1450.34;
1200000772;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 14X30MM;NOVO AKT;150;637.2;
1200000774;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 14X40MM;NOVO AKT;684;7928.93;
1200000776;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 14X50MM;NOVO AKT;250;1808;
1200000783;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 16X30MM;NOVO AKT;12;27.06;
1200000785;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 16X40MM;NOVO AKT;40;1299.2;
1200000788;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 16X60MM;NOVO AKT;524;14720.68;
1200000795;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 16X100;NOVO AKT;21;624.27;
1200000797;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 16X120;NOVO AKT;83;3035.73;
1200000801;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 18X40MM;NOVO AKT;482;2087.06;
1200000806;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 18X70MM;NOVO AKT;252;5345.67;
1200000808;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 18X90MM;NOVO AKT;42;1170.63;
1200000811;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 18X120;NOVO AKT;16;280.89;
1200000812;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 20X30MM;NOVO AKT;127;464.18;
1200000813;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 20X40MM;NOVO AKT;487;5435.41;
1200000814;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 20X50MM;NOVO AKT;153;4787.97;
1200000815;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 20X45MM;NOVO AKT;50;854.25;
1200000817;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 20X60MM;NOVO AKT;261;9223.3;
1200000819;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 20X70MM;NOVO AKT;215;985.77;
1200000820;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 20X75MM;NOVO AKT;95;1302.92;
1200000821;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 20X80MM;NOVO AKT;1010;13234.29;
1200000823;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 20X100;NOVO AKT;786;30559.68;
1200000824;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 20X110;NOVO AKT;335;5493.33;
1200000825;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 20X120;NOVO AKT;763;47196.89;
1200000826;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 20X130;NOVO AKT;807;12435.87;
1200000827;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 20X140;NOVO AKT;4;106.26;
1200000829;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 20X170;NOVO AKT;292;33501.74;
1200000833;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 22X50MM;NOVO AKT;301;2215.36;
1200000834;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 22X65MM;NOVO AKT;164;1192.61;
1200000836;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 22X80MM;NOVO AKT;217;2038.71;
1200000837;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 22X85MM;NOVO AKT;100;829;
1200000838;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 22X90MM;NOVO AKT;184;5204.81;
1200000839;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 22X60MM;NOVO AKT;907;9732.11;
1200000840;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 22X70MM;NOVO AKT;154;1005.63;
1200000843;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 22X120;NOVO AKT;319;6013.15;
1200000844;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 22X130;NOVO AKT;146;569.4;
1200000845;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 24X30MM;NOVO AKT;209;326.04;
1200000846;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 24X40MM;NOVO AKT;229;1052.25;
1200000847;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 24X50MM;NOVO AKT;186;1226.67;
1200000848;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 24X60MM;NOVO AKT;425;27287.55;
1200000852;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 24X80MM;NOVO AKT;780;131393.95;
1200000855;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 24X100;NOVO AKT;114;12150.92;
1200000856;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 24X120;NOVO AKT;317;34253.76;
1200000861;ZAVRTANJ SA 6-UG.GLAV.BEZ MATICE 30X190;NOVO AKT;4;288.98;
1200000867;ZAVRTANJ SA UPUŠT.GL.BEZ MATICE 3X20 MM;NOVO AKT;1990;203.83;
1200000870;ZAVRTANJ SA UPUŠT.GL.BEZ MATICE 4X45 MM;NOVO AKT;1617;369.09;
1200000871;ZAVRTANJ SA UPUŠT.GL.BEZ MATICE 4X40 MM;NOVO AKT;1012;273.24;
1200000874;ZAVRTANJ SA UPUŠT.GL.BEZ MATICE 5X45 MM;NOVO AKT;400;81.86;
1200000875;ZAVRTANJ SA UPUŠT.GL.BEZ MATICE 5X50 MM;NOVO AKT;20;27;
1200000881;ZAVRTANJ SA UPUŠT.GL.BEZ MATICE 6X60 MM;NOVO AKT;55;100.98;
1200000886;ZAVRTANJ SA UPUŠT.GL.BEZ MATICE 10X40 MM;NOVO AKT;28;163.13;
1200000887;ZAVRTANJ SA UPUŠT.GL.BEZ MATICE 10X70 MM;NOVO AKT;57;385.77;
1200000896;ZAVRTANJ ZA LIM-SOČIV.GLAVA 5X25 MM;NOVO AKT;94;85.29;
1200000917;ZAVRTANJ ZA LIM UPUŠT.GLAVOM 4,8X32 MM;NOVO AKT;196;130.34;
1200000920;ZAVRTANJ ZA LIM UPUŠT.GLAVOM 6,3X25 MM;NOVO AKT;150;345.45;
1200000923;ZAVRTANJ ZA LIM UPUŠT.GLAVOM 5,5X20 MM;NOVO AKT;197;319.93;
1200000930;ZAVRT.SA POLUOKR.GL.BEZ MATICE 6X30 MM;NOVO AKT;131;24.11;
1200000932;ZAVRTANJ SA POLUOKR.GL.ZA LIM 4,2X25 MM;NOVO AKT;11;1.58;
1200000938;ZAVRTANJ SA POLUOKR.GL.ZA LIM 3,9X9,5 MM;NOVO AKT;1229;98.32;
1200000942;ZAVRTANJ SA CIL.GL.BEZ MATICE 3X20 MM;NOVO AKT;500;212;
1200000947;ZAVRTANJ SA CIL.GL.BEZ MATICE 4X28 MM;NOVO AKT;400;22;
1200000948;ZAVRTANJ SA CIL.GL.BEZ MATICE 4X20 MM;NOVO AKT;94;66.83;
1200000949;ZAVRTANJ SA CIL.GL.BEZ MATICE 4X40 MM;NOVO AKT;160;182.88;
1200000952;ZAVRTANJ SA CIL.GL.BEZ MATICE 5X50MM;NOVO AKT;223;409.43;
1200000953;ZAVRTANJ SA CIL.GL.BEZ MATICE 6X10 MM;NOVO AKT;856;95.87;
1200000954;ZAVRTANJ SA CIL.GL.BEZ MATICE 6X15 MM;NOVO AKT;2963;5878.59;
1200000955;ZAVRTANJ SA CIL.GL.BEZ MATICE 6X20 MM;NOVO AKT;1556;1456.42;
1200000957;ZAVRTANJ SA CIL.GL.BEZ MATICE 6X50 MM;NOVO AKT;372;1011.1;
1200000966;ZAVRTANJ SA CILINDR.GL.ZA LIM 2,9X16 MM;NOVO AKT;1450;43.5;
1200000972;ZAVRTANJ SA CILINDR.GL.ZA LIM 4,2X25 MM;NOVO AKT;187;194.48;
1200000999;ZAVRTANJ BEZ MATICE-TORBAN M 10X90 MM;NOVO AKT;100;1516.27;
1200001016;IMBUS ZAVRTANJ BEZ MATICE M 5X50 MM;NOVO AKT;255;400.35;
1200001018;IMBUS ZAVRTANJ BEZ MATICE M 6X10 MM;NOVO AKT;93;104.16;
1200001019;IMBUS ZAVRTANJ BEZ MATICE M 6X20 MM;NOVO AKT;284;654.34;
1200001023;IMBUS ZAVRTANJ BEZ MATICE M 6X50 MM;NOVO AKT;266;868.22;
1200001027;IMBUS ZAVRTANJ BEZ MATICE M 8X50 MM;NOVO AKT;161;874.55;
1200001031;IMBUS ZAVRTANJ BEZ MATICE M 10X25 MM;NOVO AKT;74;503.5;
1200001034;IMBUS ZAVRTANJ BEZ MATICE M 10X50 MM;NOVO AKT;122;914.63;
1200001045;IMBUS ZAVRTANJ BEZ MATICE M 20X40 MM;NOVO AKT;209;4914.63;
1200001049;IMBUS ZAVRTANJ BEZ MATICE M 20X80 MM;NOVO AKT;116;5633.66;
1200001050;IMBUS ZAVRTANJ BEZ MATICE M 20X100 MM;NOVO AKT;70;1251.6;
1200001070;ZAVRTANJ ZA DRVO SA UPUŠTENOM GL.3,5X30;NOVO AKT;71;34.43;
1200001073;ZAVRTANJ ZA DRVO SA UPUŠTENOM GL.4,0X12;NOVO AKT;300;16.5;
1200001076;ZAVRTANJ ZA DRVO SA UPUŠTENOM GL.4,0X25;NOVO AKT;70;20.3;
1200001090;ZAVRTANJ ZA DRVO SA UPUŠTENOM GL.5,0X50;NOVO AKT;98;116.03;
1200001095;ZAVRTANJ ZA DRVO SA UPUŠTENOM GL.6,0X50;NOVO AKT;2080;1426.74;
1200001096;ZAVRTANJ ZA DRVO SA UPUŠTENOM GL.6,0X60;NOVO AKT;360;225;
1200001097;ZAVRTANJ ZA DRVO SA UPUŠTENOM GL.6,0X70;NOVO AKT;3760;2782.4;
1200001101;ZAVRTANJ ZA DRVO SA POLUOKR.GL.5X60 MM;NOVO AKT;2578;763.09;
1200001112;ZAVRT.SA 6-UG.GLAVOM I MAT.POCINK.8X40 M;NOVO AKT;85;238.68;
1200001116;ZAVRT.SA 6-UG.GLAVOM BEZ MAT.POCINK.5X30;NOVO AKT;319;405.77;
1200001117;ZAVRT.SA 6-UG.GLAVOM BE2 MAT.POCINK.5X50;NOVO AKT;237;697.49;
1200001118;ZAVRT.SA 6-UG.GLAVOM BE2 MAT.POCINK.6X40;NOVO AKT;88;172.66;
1200001122;ZAVRT.SA 6-UG.GLAVOM BEZ MAT.POCINK.10X2;NOVO AKT;16;71.94;
1200001132;ZAVRT.SA 6-UG.GLAVOM BEZ MAT.POCINK 16X4;NOVO AKT;2049;20156.01;
1200001134;ZAVRT.SA 6-UG.GLAVOM BEZ MAT.POCINK.14X6;NOVO AKT;321;5335.99;
1200001135;ZAVRT.SA 6-UG.GLAVOM BEZ MAT.POCINK.4X50;NOVO AKT;219;383.69;
1200001136;ZAVRT.SA 6-UG GLAVOM BEZ MAT.POCINK.20X5;NOVO AKT;110;4103.55;
1200001137;ZAVRT.SA 6-UG.GLAVOM BEZ MAT.POCINK.20X7;NOVO AKT;109;3503.7;
1200001138;ZAVRT.SA 6-UG.GLAVOM BEZ MAT.POCINK.6X60;NOVO AKT;400;1000.8;
1200001139;ZAVRT.SA 6-UG.GLAVOM BEZ MAT.POCINK.12X2;NOVO AKT;451;105.98;
1200001154;MATICA ŠESTOUGAONA KRUNASTA M 20;NOVO AKT;52;4611.66;
1200001156;MATICA ŠESTOUGAONA KRUNASTA M 24;NOVO AKT;108;10219.03;
1200001157;MATICA ŠESTOUGAONA KRUNASTA M 30;NOVO AKT;60;10141.36;
1200001162;MATICA ŠESTOUGAONA M-4 MM;NOVO AKT;185;31.63;
1200001163;MATICA ŠESTOUGAONA M-5 MM;NOVO AKT;32;9.5;
1200001164;MATICA ŠESTOUGAONA M-6 MM;NOVO AKT;62;40.18;
1200001165;MATICA ŠESTOUGAONA M-8 MM;NOVO AKT;689;767.15;
1200001166;MATICA ŠESTOUGAONA M-10 MM;NOVO AKT;100;667;
1200001167;MATICA ŠESTOUGAONA M-12 MM;NOVO AKT;46;348.83;
1200001168;MATICA ŠESTOUGAONA M-14 MM;NOVO AKT;874;3637.27;
1200001169;MATICA ŠESTOUGAONA M-16 MM;NOVO AKT;285;2184.37;
1200001170;MATICA ŠESTOUGAONA M-18 MM;NOVO AKT;86;550.26;
1200001171;MATICA ŠESTOUGAONA M-20 MM;NOVO AKT;348;4946.92;
1200001172;MATICA ŠESTOUGAONA M-22 MM;NOVO AKT;468;4030.89;
1200001173;MATICA ŠESTOUGAONA M-24 MM;NOVO AKT;2206;36035.01;
1200001174;MATICA ŠESTOUGAONA M-27 MM;NOVO AKT;22;579.84;
1200001175;MATICA ŠESTOUGAONA M-30 MM;NOVO AKT;144;5022;
1200001192;MATICA ŠESTOUGAONA POCINKOVANE M 20;NOVO AKT;428;3139.38;
1200001196;NAVRTKA 6-UG.M-8 SA PVC OSIGURACEM;NOVO AKT;100;108.5;
1200001197;NAVRTKA 6-UG.M-10 SA PVC OSIGURACEM;NOVO AKT;8;26.76;
1200001201;NAVRTKA 6-UG.M-20 SA PVC OSIGURAC. JUS.9;NOVO AKT;128;2616.21;
1200001204;PODLOŽNA PLOČICA POCINKOVANE M 3;NOVO AKT;2000;70;
1200001205;PODLOŽNA PLOČICA POCINKOVANE M 4;NOVO AKT;130;13.52;
1200001206;PODLOŽNA PLOČICA POCINKOVANE M 5;NOVO AKT;20;7.02;
1200001207;PODLOŽNA PLOČICA POCINKOVANE M 6;NOVO AKT;166;87.65;
1200001208;PODLOŽNA PLOČICA POCINKOVANE M 8;NOVO AKT;98;122.6;
1200001209;PODLOŽNA PLOČICA POCINKOVANE M 10;NOVO AKT;322;715.81;
1200001211;PODLOŽNA PLOČICA POCINKOVANE M 12;NOVO AKT;219;758.61;
1200001212;PODLOŽNA PLOČICA POCINKOVANE M 14;NOVO AKT;191;1019.37;
1200001213;PODLOŽNA PLOČICA POCINKOVANE M 16;NOVO AKT;108;833.17;
1200001214;PODLOŽNA PLOČICA POCINKOVANE M 20;NOVO AKT;45;538.65;
1200001215;PODLOŽNA PLOČICA POCINKOVANE M 23;NOVO AKT;303;5795.78;
1200001222;PODLOŽNA PLOČICA M 5;NOVO AKT;20;4.32;
1200001223;PODLOŽNA PLOČICA M 6;NOVO AKT;181;57.92;
1200001225;PODLOŽNA PLOČICA M 10;NOVO AKT;475;389.02;
1200001226;PODLOŽNA PLOČICA M 12;NOVO AKT;180;223.47;
1200001227;PODLOŽNA PLOČICA M 14;NOVO AKT;548;942.01;
1200001229;PODLOŽNA PLOČICA M 16;NOVO AKT;252;539.78;
1200001230;PODLOŽNA PLOČICA M 18;NOVO AKT;662;1757.41;
1200001231;PODLOŽNA PLOČICA M 20;NOVO AKT;590;2224.9;
1200001233;PODLOŽNA PLOČICA M 22;NOVO AKT;470;850.23;
1200001234;PODLOŽNA PLOČICA M 24;NOVO AKT;614;4161.08;
1200001235;PODLOŽNA PLOČICA M-25;NOVO AKT;20;253.2;
1200001237;PODLOŽNA PLOČICA M-27;NOVO AKT;199;1148.41;
1200001238;PODLOŽNA PLOČICA M-30 MM;NOVO AKT;33;321.67;
1200001239;PODLOŽNA PLOČICA M-36;NOVO AKT;15;73.44;
1200001241;PODLOŽNA PLOČICA M 42;NOVO AKT;6;216.12;
1200001243;PODLOŽNA PLOČICA M 48;NOVO AKT;4;305.18;
1200001245;PODLOŽNA PLOČICA ELASTIČNA B-6 MM;NOVO AKT;3410;797.94;
1200001246;PODLOŽNA PLOČICA ELASTIČNA M-3;NOVO AKT;5139;205.56;
1200001247;PODLOŽNA PLOČICA ELASTIČNA M-4;NOVO AKT;665;37.24;
1200001248;PODLOŽNA PLOČICA ELASTIČNA M-5;NOVO AKT;430;96.75;
1200001249;PODLOŽNA PLOČICA ELASTIČNA M-8;NOVO AKT;229;94.81;
1200001250;PODLOŽNA PLOČICA ELASTIČNA M-10;NOVO AKT;141;112.66;
1200001251;PODLOŽNA PLOČICA ELASTIČNA M-12;NOVO AKT;667;746.17;
1200001252;PODLOŽNA PLOČICA ELASTIČNA M-14;NOVO AKT;200;279;
1200001253;PODLOŽNA PLOČICA ELASTIČNA M-16;NOVO AKT;154;648.17;
1200001254;PODLOŽNA PLOČICA ELASTIČNA M-20;NOVO AKT;115;831.16;
1200001255;PODLOŽNA PLOČICA ELASTIČNA M-22;NOVO AKT;228;837.22;
1200001256;PODLOŽNA PLOČICA ELASTIČNA M-24;NOVO AKT;293;2016.37;
1200001257;PODLOŽNA PLOČICA ELASTIČNA M-27;NOVO AKT;189;1031.18;
1200001258;PODLOŽNA PLOČICA ELASTIČNA M-30;NOVO AKT;120;1246.08;
1200001259;PODLOŽNA PLOČICA ELASTIČNA M-18;NOVO AKT;336;794.56;
1200001260;PODLOŽNA PLOČICA ELASTIČNA POCINK.M-4 MM;NOVO AKT;3556;53.33;
1200001261;PODLOŽNA PLOČICA ELASTIČNA POCINK.M-5 MM;NOVO AKT;4700;507.6;
1200001262;PODLOŽNA PLOČICA ELASTIČNA POCINK.M-6 MM;NOVO AKT;25;8.2;
1200001263;PODLOŽNA PLOČICA ELASTIČNA POCINK.M-8 MM;NOVO AKT;5;2.88;
1200001269;PODLOŽNA PLOČICA ELASTIČNA POCINK.M-22 M;NOVO AKT;33;121.44;
1200001270;PODLOŽNA PLOČICA ELASTIČNA POCINK.M-24 M;NOVO AKT;38;198.36;
1200001273;OPRUŽNI PRSTEN M4;NOVO AKT;4706;211.77;
1200001274;OPRUŽNI PRSTEN M5;NOVO AKT;2150;86;
1200001367;PODLOŽNA PLOČICA CU 27 MM;NOVO AKT;154;1081.7;
1200001374;PODLOŽNA PLOČICA CU 18,0X24,0 MM;NOVO AKT;248;751.94;
1200001424;CINK U BLOKU ZN-99,95;NOVO AKT;18.8;689.3;
1200001463;PODNICE BOROVE OBRUBLJENE 80 MM;NOVO AKT;15.44;248738.4;
1200001466;DRŽALJA DRVENA ZA LOPATU 70-100 CM;NOVO AKT;6;662.42;
1200001706;PESKARNO CREVO Ø25 - 441/161;NOVO AKT;15;13916.67;
1200001707;PESKARNO CREVO Ø32 - 441/161;NOVO AKT;15;20970.34;
1200001766;ZAPTIVAČ GUMENI FI 75 MM;NOVO AKT;31;114.85;
1200001768;ZAPTIVAČ GUMENI FI 110 MM;NOVO AKT;22;151.01;
1200001794;GUMICA FI-50 MM;NOVO AKT;15;49.27;
1200001796;GUMICA FI-100 MM;NOVO AKT;16;117.36;
1200001801;GUMENA MANŽETNA ZA WC-ČUČAVAC;NOVO AKT;4;106.54;
1200001887;SLIVNIK PVC FI 70 MM VERTIKALNI;NOVO AKT;4;170.78;
1200001889;SPOJNICA ZA CEVI ALKATAN 3/4 COLA;NOVO AKT;1;66.42;
1200001896;"SPOJNICA ZA CEVI ""MUF"" PN FI-32";NOVO AKT;1;29.62;
1200001947;SPOJNICA 'T'RAČVA PVC 3/4'' SPOLJAŠ.NAVO;NOVO AKT;2;234.27;
1200001963;KOSA RAČVA PLASTIČNA 75/50 MM;NOVO AKT;1;42.22;
1200001967;KOSA RAČVA PLASTIČNA 75/75;NOVO AKT;3;103.87;
1200001974;KOLENO PVC 32/90 STEP;NOVO AKT;1;12.04;
1200001986;LUK PLASTIČNI 110/90 STEPENI-KRIVINA;NOVO AKT;1;36.6;
1200001987;LUK PLASTIČNI 70/45 STEPENI;NOVO AKT;1;12.83;
1200001989;LUK PLASTIČNI PN FI-20 MM;NOVO AKT;2;11.76;
1200001997;RAČVA 'T' PVC 110/110;NOVO AKT;1;45.36;
1200002119;LAK DVOKOMP.POLIURETANSKI RAL 9006-A;NOVO AKT;11;3806.99;
1200002120;LAK DVOKOMP.POLIURETANSKI RAL 9006-B;NOVO AKT;1.1;435.05;
1200002131;RAZREDJIVAC ULJNI;NOVO AKT;25;2581.29;
1200002136;RAZREĐIVAČ ZA UNIFAS;NOVO AKT;71.9;9295.5;
1200002153;GIT SILIKONSKI-315 GR.-BARSIL;NOVO AKT;2;972.73;
1200002197;SILIKONSKA PASTA;NOVO AKT;4;35600;
1200002213;ALKOHOL 95%;NOVO AKT;20.5;7088.04;
1200002214;KISEONIK;;77.5;30013.93;
1200002219;ACETILEN;;35;69888.91;
1200002223;MAXY GAS;;6;7772.68;
1200002225;GAS KONTROL;;12;24174.17;
1200002251;STAKLO PROZORSKO RAVNO OD 6 MM;NOVO AKT;51.3;25874.88;
1200002251;STAKLO PROZORSKO RAVNO OD 6 MM;NOVO NEAKT;40;5657.55;
1200002259;PISOAR KM-505 KLJUNASTI 'OMEGA' BELI;NOVO AKT;2;1780.53;
1200002260;PISOAR KM-520 STOJEĆI BELI;NOVO AKT;3;2779.3;
1200002323;KADA ZA TUS 900X900 MM;NOVO AKT;1;879.72;
1200002333;SIFON OD SIV.LIVA ZAČUČAVAC;NOVO AKT;3;476.98;
1200002414;VENTIL PROPUSNI UGAONI 1/2X1,2 COLA;NOVO AKT;4;241.76;
